NA	Gene Symbol	NA	dme-miR Family
NA	CG5151	NA	dme-miR-10-3p
NA	CG5151	NA	dme-miR-1006
NA	CG5151	NA	dme-miR-14
NA	CG5151	NA	dme-miR-316
NA	CG5156	NA	dme-miR-124
NA	CG5156	NA	dme-miR-281-2-3p
NA	CG5156	NA	dme-miR-210
NA	CG5156	NA	dme-miR-281-1
NA	CG5174	NA	dme-miR-33
NA	CG5180	NA	dme-miR-1000
NA	CG5196	NA	dme-miR-1011
NA	CG5199	NA	dme-miR-965
NA	CG5199	NA	dme-miR-284
NA	CG5214	NA	dme-miR-283
NA	CG5214	NA	dme-miR-274
NA	CG5226	NA	dme-miR-305
NA	CG5226	NA	dme-miR-4
NA	CG5226	NA	dme-miR-281-1
NA	CG5226	NA	dme-miR-283
NA	CG5226	NA	dme-miR-210
NA	CG5226	NA	dme-miR-263b
NA	CG5226	NA	dme-miR-964
NA	CG5226	NA	dme-miR-927
NA	CG5226	NA	dme-miR-277
NA	CG5226	NA	dme-miR-2a-1
NA	CG5226	NA	dme-miR-6
NA	CG5226	NA	dme-miR-11
NA	CG5226	NA	dme-miR-13
NA	CG5226	NA	dme-miR-308
NA	CG5226	NA	dme-miR-1017
NA	CG5226	NA	dme-miR-79
NA	CG5241	NA	dme-miR-219
NA	CG5246	NA	dme-miR-375
NA	CG5261	NA	dme-miR-283
NA	CG5267	NA	dme-miR-263b
NA	CG5276	NA	dme-miR-4
NA	CG5276	NA	dme-miR-305
NA	CG5276	NA	dme-miR-79
NA	CG5276	NA	dme-miR-1017
NA	CG5284	NA	dme-miR-277
NA	CG5284	NA	dme-miR-977
NA	CG5302	NA	dme-miR-285
NA	CG5302	NA	dme-miR-995
NA	CG5302	NA	dme-miR-998
NA	CG5302	NA	dme-miR-263b
NA	CG5315	NA	dme-miR-219
NA	CG5315	NA	dme-miR-137
NA	CG5315	NA	dme-miR-33
NA	CG5315	NA	dme-miR-963
NA	CG5317	NA	dme-miR-137
NA	CG5319	NA	dme-miR-10-3p
NA	CG5319	NA	dme-miR-1006
NA	CG5319	NA	dme-miR-999
NA	CG5319	NA	dme-miR-1014
NA	CG5319	NA	dme-miR-987
NA	CG5319	NA	dme-miR-219
NA	CG5319	NA	dme-miR-964
NA	CG5319	NA	dme-miR-927
NA	CG5321	NA	dme-miR-1002
NA	CG5321	NA	dme-miR-987
NA	CG5321	NA	dme-miR-277
NA	CG5321	NA	dme-miR-968
NA	CG5325	NA	dme-miR-263b
NA	CG5326	NA	dme-miR-283
NA	CG5342	NA	dme-miR-1
NA	CG5355	NA	dme-miR-277
NA	CG5360	NA	dme-miR-92
NA	CG5360	NA	dme-miR-310
NA	CG5360	NA	dme-miR-311
NA	CG5360	NA	dme-miR-312
NA	CG5360	NA	dme-miR-313
NA	CG5362	NA	dme-miR-277
NA	CG5367	NA	dme-miR-1011
NA	CG5386	NA	dme-miR-33
NA	CG5386	NA	dme-miR-277
NA	CG5386	NA	dme-miR-976
NA	CG5386	NA	dme-miR-263b
NA	CG5388	NA	dme-bantam
NA	CG5392	NA	dme-miR-263b
NA	CG5392	NA	dme-miR-9
NA	CG5392	NA	dme-miR-124
NA	CG5392	NA	dme-miR-932
NA	CG5392	NA	dme-miR-283
NA	CG5392	NA	dme-miR-2a-1
NA	CG5392	NA	dme-miR-6
NA	CG5392	NA	dme-miR-11
NA	CG5392	NA	dme-miR-13
NA	CG5392	NA	dme-miR-308
NA	CG5404	NA	dme-miR-375
NA	CG5404	NA	dme-miR-987
NA	CG5439	NA	dme-miR-283
NA	CG5440	NA	dme-miR-263b
NA	CG5446	NA	dme-miR-87
NA	CG5447	NA	dme-miR-4
NA	CG5447	NA	dme-miR-277
NA	CG5447	NA	dme-miR-1003
NA	CG5447	NA	dme-miR-1004
NA	CG5447	NA	dme-miR-1017
NA	CG5447	NA	dme-miR-79
NA	CG5466	NA	dme-miR-315
NA	CG5466	NA	dme-miR-316
NA	CG5466	NA	dme-miR-190
NA	CG5466	NA	dme-miR-283
NA	CG5466	NA	dme-miR-964
NA	CG5466	NA	dme-miR-987
NA	CG5466	NA	dme-miR-263a
NA	CG5466	NA	dme-miR-92
NA	CG5466	NA	dme-miR-310
NA	CG5466	NA	dme-miR-311
NA	CG5466	NA	dme-miR-312
NA	CG5466	NA	dme-miR-313
NA	CG5466	NA	dme-miR-2a-1
NA	CG5466	NA	dme-miR-6
NA	CG5466	NA	dme-miR-11
NA	CG5466	NA	dme-miR-13
NA	CG5466	NA	dme-miR-308
NA	CG5466	NA	dme-miR-8
NA	CG5471	NA	dme-miR-988
NA	CG5478	NA	dme-miR-968
NA	CG5478	NA	dme-miR-1002
NA	CG5482	NA	dme-miR-277
NA	CG5482	NA	dme-miR-137
NA	CG5508	NA	dme-miR-263b
NA	CG5508	NA	dme-miR-375
NA	CG5514	NA	dme-miR-277
NA	CG5516	NA	dme-miR-4
NA	CG5516	NA	dme-miR-79
NA	CG5516	NA	dme-miR-1017
NA	CG5521	NA	dme-miR-210
NA	CG5521	NA	dme-miR-79
NA	CG5521	NA	dme-miR-8
NA	CG5521	NA	dme-miR-4
NA	CG5521	NA	dme-miR-315
NA	CG5521	NA	dme-miR-971
NA	CG5521	NA	dme-miR-1017
NA	CG5522	NA	dme-miR-375
NA	CG5522	NA	dme-miR-14
NA	CG5522	NA	dme-miR-315
NA	CG5522	NA	dme-miR-33
NA	CG5522	NA	dme-miR-4
NA	CG5522	NA	dme-miR-314
NA	CG5522	NA	dme-miR-1
NA	CG5522	NA	dme-miR-316
NA	CG5535	NA	dme-miR-283
NA	CG5548	NA	dme-miR-34
NA	CG5549	NA	dme-miR-999
NA	CG5549	NA	dme-miR-2a-1
NA	CG5549	NA	dme-miR-6
NA	CG5549	NA	dme-miR-11
NA	CG5549	NA	dme-miR-13
NA	CG5549	NA	dme-miR-308
NA	CG5549	NA	dme-miR-2a-2
NA	CG5549	NA	dme-miR-2c
NA	CG5549	NA	dme-miR-1000
NA	CG5554	NA	dme-miR-1000
NA	CG5554	NA	dme-miR-210
NA	CG5554	NA	dme-miR-316
NA	CG5559	NA	dme-miR-210
NA	CG5559	NA	dme-miR-957
NA	CG5594	NA	dme-miR-1000
NA	CG5594	NA	dme-miR-315
NA	CG5594	NA	dme-miR-iab4as
NA	CG5599	NA	dme-miR-277
NA	CG5608	NA	dme-miR-2a-1
NA	CG5608	NA	dme-miR-6
NA	CG5608	NA	dme-miR-11
NA	CG5608	NA	dme-miR-13
NA	CG5608	NA	dme-miR-308
NA	CG5611	NA	dme-miR-10-3p
NA	CG5611	NA	dme-miR-1006
NA	CG5611	NA	dme-miR-976
NA	CG5611	NA	dme-miR-210
NA	CG5611	NA	dme-miR-1000
NA	CG5611	NA	dme-miR-305
NA	CG5612	NA	dme-miR-1017
NA	CG5612	NA	dme-miR-79
NA	CG5612	NA	dme-miR-4
NA	CG5620	NA	dme-miR-957
NA	CG5629	NA	dme-miR-iab-4-5p
NA	CG5629	NA	dme-miR-4
NA	CG5629	NA	dme-miR-79
NA	CG5629	NA	dme-miR-133
NA	CG5629	NA	dme-miR-1017
NA	CG5630	NA	dme-miR-279
NA	CG5630	NA	dme-miR-286
NA	CG5630	NA	dme-miR-996
NA	CG5639	NA	dme-miR-4
NA	CG5639	NA	dme-miR-1017
NA	CG5639	NA	dme-miR-79
NA	CG5674	NA	dme-miR-1014
NA	CG5674	NA	dme-miR-10-3p
NA	CG5674	NA	dme-miR-1006
NA	CG5687	NA	dme-miR-305
NA	CG5687	NA	dme-miR-8
NA	CG5726	NA	dme-miR-305
NA	CG5728	NA	dme-miR-964
NA	CG5728	NA	dme-miR-927
NA	CG5728	NA	dme-miR-987
NA	CG5732	NA	dme-miR-315
NA	CG5734	NA	dme-miR-277
NA	CG5741	NA	dme-miR-1014
NA	CG5741	NA	dme-miR-965
NA	CG5741	NA	dme-miR-10-3p
NA	CG5741	NA	dme-miR-1006
NA	CG5741	NA	dme-miR-263b
NA	CG5741	NA	dme-miR-281-2-3p
NA	CG5741	NA	dme-miR-1002
NA	CG5741	NA	dme-miR-252
NA	CG5742	NA	dme-miR-92
NA	CG5742	NA	dme-miR-310
NA	CG5742	NA	dme-miR-311
NA	CG5742	NA	dme-miR-312
NA	CG5742	NA	dme-miR-313
NA	CG5742	NA	dme-miR-274
NA	CG5745	NA	dme-miR-iab4as
NA	CG5746	NA	dme-miR-9
NA	CG5758	NA	dme-miR-190
NA	CG5758	NA	dme-miR-137
NA	CG5758	NA	dme-miR-1010
NA	CG5767	NA	dme-miR-284
NA	CG5789	NA	dme-miR-252
NA	CG5789	NA	dme-miR-124
NA	CG5794	NA	dme-miR-283
NA	CG5794	NA	dme-miR-263b
NA	CG5794	NA	dme-miR-307
NA	CG5794	NA	dme-miR-285
NA	CG5794	NA	dme-miR-995
NA	CG5794	NA	dme-miR-998
NA	CG5794	NA	dme-miR-87
NA	CG5798	NA	dme-miR-279
NA	CG5798	NA	dme-miR-286
NA	CG5798	NA	dme-miR-996
NA	CG5805	NA	dme-miR-210
NA	CG5805	NA	dme-miR-317
NA	CG5805	NA	dme-miR-305
NA	CG5805	NA	dme-miR-277
NA	CG5807	NA	dme-miR-5
NA	CG5807	NA	dme-miR-994
NA	CG5807	NA	dme-miR-2a-1
NA	CG5807	NA	dme-miR-6
NA	CG5807	NA	dme-miR-11
NA	CG5807	NA	dme-miR-13
NA	CG5807	NA	dme-miR-308
NA	CG5823	NA	dme-miR-305
NA	CG5828	NA	dme-miR-304
NA	CG5830	NA	dme-miR-315
NA	CG5830	NA	dme-miR-316
NA	CG5830	NA	dme-miR-92
NA	CG5830	NA	dme-miR-310
NA	CG5830	NA	dme-miR-311
NA	CG5830	NA	dme-miR-312
NA	CG5830	NA	dme-miR-313
NA	CG5830	NA	dme-miR-970
NA	CG5835	NA	dme-miR-2a-1
NA	CG5835	NA	dme-miR-6
NA	CG5835	NA	dme-miR-11
NA	CG5835	NA	dme-miR-13
NA	CG5835	NA	dme-miR-308
NA	CG5835	NA	dme-miR-263a
NA	CG5835	NA	dme-miR-283
NA	CG5850	NA	dme-miR-960
NA	CG5854	NA	dme-miR-252
NA	CG5854	NA	dme-miR-1
NA	CG5854	NA	dme-miR-7
NA	CG5854	NA	dme-miR-8
NA	CG5857	NA	dme-miR-1000
NA	CG5862	NA	dme-miR-304
NA	CG5869	NA	dme-miR-1011
NA	CG5869	NA	dme-miR-277
NA	CG5869	NA	dme-miR-281-2-3p
NA	CG5869	NA	dme-miR-137
NA	CG5869	NA	dme-miR-263b
NA	CG5869	NA	dme-miR-317
NA	CG5869	NA	dme-miR-281-1
NA	CG5869	NA	dme-miR-31
NA	CG5871	NA	dme-miR-5
NA	CG5871	NA	dme-miR-277
NA	CG5873	NA	dme-miR-34
NA	CG5874	NA	dme-miR-988
NA	CG5890	NA	dme-miR-932
NA	CG5890	NA	dme-miR-1014
NA	CG5890	NA	dme-miR-987
NA	CG5890	NA	dme-miR-219
NA	CG5890	NA	dme-miR-7
NA	CG5890	NA	dme-miR-278
NA	CG5890	NA	dme-miR-10-3p
NA	CG5890	NA	dme-miR-1006
NA	CG5897	NA	dme-miR-1002
NA	CG5897	NA	dme-miR-252
NA	CG5902	NA	dme-miR-252
NA	CG5902	NA	dme-miR-1002
NA	CG5910	NA	dme-miR-252
NA	CG5910	NA	dme-miR-315
NA	CG5916	NA	dme-miR-137
NA	CG5916	NA	dme-miR-8
NA	CG5919	NA	dme-miR-305
NA	CG5921	NA	dme-miR-4
NA	CG5921	NA	dme-miR-8
NA	CG5921	NA	dme-miR-92
NA	CG5921	NA	dme-miR-310
NA	CG5921	NA	dme-miR-311
NA	CG5921	NA	dme-miR-312
NA	CG5921	NA	dme-miR-313
NA	CG5921	NA	dme-miR-305
NA	CG5928	NA	dme-miR-987
NA	CG5933	NA	dme-miR-1000
NA	CG5934	NA	dme-miR-10-3p
NA	CG5934	NA	dme-miR-1006
NA	CG5937	NA	dme-miR-252
NA	CG5937	NA	dme-miR-305
NA	CG5937	NA	dme-miR-976
NA	CG5937	NA	dme-miR-281-2-5p
NA	CG5937	NA	dme-miR-210
NA	CG5938	NA	dme-miR-1000
NA	CG5938	NA	dme-miR-92
NA	CG5938	NA	dme-miR-310
NA	CG5938	NA	dme-miR-311
NA	CG5938	NA	dme-miR-312
NA	CG5938	NA	dme-miR-313
NA	CG5938	NA	dme-miR-33
NA	CG5953	NA	dme-miR-305
NA	CG5953	NA	dme-miR-987
NA	CG5953	NA	dme-miR-252
NA	CG5953	NA	dme-miR-9
NA	CG5953	NA	dme-miR-958
NA	CG5953	NA	dme-miR-8
NA	CG5955	NA	dme-miR-277
NA	CG5973	NA	dme-miR-2a-1
NA	CG5973	NA	dme-miR-6
NA	CG5973	NA	dme-miR-11
NA	CG5973	NA	dme-miR-13
NA	CG5973	NA	dme-miR-308
NA	CG5973	NA	dme-miR-283
NA	CG5978	NA	dme-miR-137
NA	CG5984	NA	dme-miR-92
NA	CG5984	NA	dme-miR-310
NA	CG5984	NA	dme-miR-311
NA	CG5984	NA	dme-miR-312
NA	CG5984	NA	dme-miR-313
NA	CG5989	NA	dme-miR-4
NA	CG6006	NA	dme-miR-277
NA	CG6006	NA	dme-miR-977
NA	CG6006	NA	dme-miR-315
NA	CG6006	NA	dme-miR-190
NA	CG6006	NA	dme-miR-9
NA	CG6006	NA	dme-miR-252
NA	CG6014	NA	dme-miR-190
NA	CG6014	NA	dme-miR-1011
NA	CG6014	NA	dme-miR-8
NA	CG6014	NA	dme-let-7
NA	CG6014	NA	dme-miR-5
NA	CG6014	NA	dme-miR-137
NA	CG6014	NA	dme-miR-994
NA	CG6016	NA	dme-miR-927
NA	CG6016	NA	dme-miR-964
NA	CG6016	NA	dme-miR-263b
NA	CG6017	NA	dme-miR-315
NA	CG6017	NA	dme-miR-33
NA	CG6017	NA	dme-miR-iab-4-3p
NA	CG6017	NA	dme-miR-92
NA	CG6017	NA	dme-miR-310
NA	CG6017	NA	dme-miR-311
NA	CG6017	NA	dme-miR-312
NA	CG6017	NA	dme-miR-313
NA	CG6017	NA	dme-miR-375
NA	CG6024	NA	dme-miR-988
NA	CG6024	NA	dme-miR-33
NA	CG6024	NA	dme-miR-79
NA	CG6024	NA	dme-miR-956
NA	CG6024	NA	dme-miR-958
NA	CG6024	NA	dme-miR-316
NA	CG6024	NA	dme-miR-989
NA	CG6024	NA	dme-miR-1014
NA	CG6024	NA	dme-miR-1000
NA	CG6024	NA	dme-miR-1017
NA	CG6024	NA	dme-miR-92
NA	CG6024	NA	dme-miR-310
NA	CG6024	NA	dme-miR-311
NA	CG6024	NA	dme-miR-312
NA	CG6024	NA	dme-miR-313
NA	CG6024	NA	dme-miR-8
NA	CG6024	NA	dme-miR-219
NA	CG6024	NA	dme-miR-277
NA	CG6028	NA	dme-miR-277
NA	CG6036	NA	dme-miR-190
NA	CG6036	NA	dme-miR-315
NA	CG6038	NA	dme-miR-1
NA	CG6038	NA	dme-miR-124
NA	CG6040	NA	dme-miR-263b
NA	CG6043	NA	dme-miR-981
NA	CG6067	NA	dme-miR-2a-1
NA	CG6067	NA	dme-miR-6
NA	CG6067	NA	dme-miR-11
NA	CG6067	NA	dme-miR-13
NA	CG6067	NA	dme-miR-308
NA	CG6074	NA	dme-miR-263a
NA	CG6108	NA	dme-miR-1010
NA	CG6108	NA	dme-miR-964
NA	CG6108	NA	dme-miR-277
NA	CG6108	NA	dme-miR-927
NA	CG6108	NA	dme-miR-981
NA	CG6108	NA	dme-miR-1000
NA	CG6114	NA	dme-miR-137
NA	CG6114	NA	dme-miR-184
NA	CG6114	NA	dme-miR-976
NA	CG6114	NA	dme-miR-315
NA	CG6114	NA	dme-miR-283
NA	CG6114	NA	dme-miR-962
NA	CG6114	NA	dme-miR-316
NA	CG6114	NA	dme-miR-8
NA	CG6114	NA	dme-miR-960
NA	CG6114	NA	dme-miR-79
NA	CG6114	NA	dme-miR-987
NA	CG6118	NA	dme-miR-277
NA	CG6118	NA	dme-miR-977
NA	CG6118	NA	dme-miR-92
NA	CG6118	NA	dme-miR-310
NA	CG6118	NA	dme-miR-311
NA	CG6118	NA	dme-miR-312
NA	CG6118	NA	dme-miR-313
NA	CG6118	NA	dme-miR-31
NA	CG6123	NA	dme-miR-999
NA	CG6123	NA	dme-miR-993
NA	CG6123	NA	dme-miR-1007
NA	CG6123	NA	dme-miR-1000
NA	CG6129	NA	dme-miR-305
NA	CG6129	NA	dme-miR-219
NA	CG6129	NA	dme-miR-314
NA	CG6129	NA	dme-miR-34
NA	CG6129	NA	dme-miR-277
NA	CG6136	NA	dme-miR-964
NA	CG6142	NA	dme-miR-2a-1
NA	CG6142	NA	dme-miR-6
NA	CG6142	NA	dme-miR-11
NA	CG6142	NA	dme-miR-13
NA	CG6142	NA	dme-miR-308
NA	CG6144	NA	dme-miR-137
NA	CG6145	NA	dme-miR-1002
NA	CG6145	NA	dme-miR-375
NA	CG6145	NA	dme-miR-252
NA	CG6145	NA	dme-miR-960
NA	CG6145	NA	dme-miR-92
NA	CG6145	NA	dme-miR-310
NA	CG6145	NA	dme-miR-311
NA	CG6145	NA	dme-miR-312
NA	CG6145	NA	dme-miR-313
NA	CG6151	NA	dme-miR-92
NA	CG6151	NA	dme-miR-310
NA	CG6151	NA	dme-miR-311
NA	CG6151	NA	dme-miR-312
NA	CG6151	NA	dme-miR-313
NA	CG6151	NA	dme-miR-1
NA	CG6151	NA	dme-miR-962
NA	CG6154	NA	dme-miR-316
NA	CG6154	NA	dme-miR-307
NA	CG6163	NA	dme-miR-14
NA	CG6163	NA	dme-miR-989
NA	CG6168	NA	dme-miR-1000
NA	CG6168	NA	dme-miR-92
NA	CG6168	NA	dme-miR-310
NA	CG6168	NA	dme-miR-311
NA	CG6168	NA	dme-miR-312
NA	CG6168	NA	dme-miR-313
NA	CG6175	NA	dme-miR-125
NA	CG6175	NA	dme-miR-987
NA	CG6175	NA	dme-miR-124
NA	CG6175	NA	dme-miR-970
NA	CG6178	NA	dme-miR-305
NA	CG6181	NA	dme-miR-92
NA	CG6181	NA	dme-miR-310
NA	CG6181	NA	dme-miR-311
NA	CG6181	NA	dme-miR-312
NA	CG6181	NA	dme-miR-313
NA	CG6184	NA	dme-miR-8
NA	CG6192	NA	dme-miR-283
NA	CG6192	NA	dme-miR-956
NA	CG6192	NA	dme-miR-8
NA	CG6192	NA	dme-miR-10-3p
NA	CG6192	NA	dme-miR-1006
NA	CG6192	NA	dme-miR-1014
NA	CG6192	NA	dme-miR-1000
NA	CG6192	NA	dme-miR-958
NA	CG6194	NA	dme-miR-932
NA	CG6195	NA	dme-miR-964
NA	CG6199	NA	dme-miR-317
NA	CG6199	NA	dme-miR-34
NA	CG6199	NA	dme-miR-263a
NA	CG6199	NA	dme-miR-9
NA	CG6201	NA	dme-miR-317
NA	CG6208	NA	dme-miR-315
NA	CG6216	NA	dme-miR-316
NA	CG6216	NA	dme-miR-263b
NA	CG6216	NA	dme-miR-277
NA	CG6218	NA	dme-miR-iab4as
NA	CG6225	NA	dme-miR-927
NA	CG6225	NA	dme-miR-iab4as
NA	CG6230	NA	dme-miR-957
NA	CG6230	NA	dme-miR-277
NA	CG6231	NA	dme-miR-999
NA	CG6234	NA	dme-miR-304
NA	CG6234	NA	dme-miR-263a
NA	CG6236	NA	dme-miR-9
NA	CG6236	NA	dme-miR-5
NA	CG6276	NA	dme-miR-994
NA	CG6280	NA	dme-miR-284
NA	CG6280	NA	dme-miR-315
NA	CG6280	NA	dme-miR-263b
NA	CG6280	NA	dme-miR-277
NA	CG6280	NA	dme-miR-283
NA	CG6282	NA	dme-miR-190
NA	CG6282	NA	dme-miR-980
NA	CG6282	NA	dme-miR-263b
NA	CG6282	NA	dme-miR-8
NA	CG6282	NA	dme-miR-87
NA	CG6293	NA	dme-miR-92
NA	CG6293	NA	dme-miR-310
NA	CG6293	NA	dme-miR-311
NA	CG6293	NA	dme-miR-312
NA	CG6293	NA	dme-miR-313
NA	CG6300	NA	dme-miR-274
NA	CG6311	NA	dme-miR-4
NA	CG6311	NA	dme-miR-314
NA	CG6311	NA	dme-miR-263b
NA	CG6311	NA	dme-miR-277
NA	CG6311	NA	dme-miR-976
NA	CG6311	NA	dme-miR-981
NA	CG6321	NA	dme-miR-1002
NA	CG6321	NA	dme-miR-274
NA	CG6321	NA	dme-miR-968
NA	CG6322	NA	dme-miR-277
NA	CG6325	NA	dme-miR-283
NA	CG6325	NA	dme-miR-927
NA	CG6325	NA	dme-miR-981
NA	CG6327	NA	dme-miR-281-1
NA	CG6327	NA	dme-miR-10-5p
NA	CG6327	NA	dme-miR-276
NA	CG6327	NA	dme-miR-9
NA	CG6327	NA	dme-miR-281-2-3p
NA	CG6329	NA	dme-miR-317
NA	CG6329	NA	dme-miR-1007
NA	CG6329	NA	dme-miR-1017
NA	CG6329	NA	dme-miR-193
NA	CG6329	NA	dme-miR-34
NA	CG6329	NA	dme-miR-190
NA	CG6330	NA	dme-miR-1
NA	CG6330	NA	dme-miR-276
NA	CG6347	NA	dme-miR-10-3p
NA	CG6347	NA	dme-miR-1006
NA	CG6347	NA	dme-miR-1014
NA	CG6353	NA	dme-miR-33
NA	CG6355	NA	dme-miR-281-1
NA	CG6355	NA	dme-miR-281-2-3p
NA	CG6359	NA	dme-miR-33
NA	CG6359	NA	dme-miR-315
NA	CG6359	NA	dme-miR-375
NA	CG6393	NA	dme-miR-1000
NA	CG6393	NA	dme-miR-33
NA	CG6393	NA	dme-miR-92
NA	CG6393	NA	dme-miR-310
NA	CG6393	NA	dme-miR-311
NA	CG6393	NA	dme-miR-312
NA	CG6393	NA	dme-miR-313
NA	CG6398	NA	dme-miR-1000
NA	CG6422	NA	dme-miR-iab4as
NA	CG6424	NA	dme-miR-5
NA	CG6424	NA	dme-miR-964
NA	CG6424	NA	dme-miR-994
NA	CG6424	NA	dme-miR-932
NA	CG6425	NA	dme-miR-iab-4-5p
NA	CG6431	NA	dme-miR-277
NA	CG6435	NA	dme-miR-968
NA	CG6439	NA	dme-miR-8
NA	CG6452	NA	dme-miR-5
NA	CG6452	NA	dme-miR-994
NA	CG6453	NA	dme-miR-277
NA	CG6454	NA	dme-miR-92
NA	CG6454	NA	dme-miR-310
NA	CG6454	NA	dme-miR-311
NA	CG6454	NA	dme-miR-312
NA	CG6454	NA	dme-miR-313
NA	CG6460	NA	dme-miR-988
NA	CG6462	NA	dme-miR-33
NA	CG6462	NA	dme-miR-1000
NA	CG6472	NA	dme-miR-92
NA	CG6472	NA	dme-miR-310
NA	CG6472	NA	dme-miR-311
NA	CG6472	NA	dme-miR-312
NA	CG6472	NA	dme-miR-313
NA	CG6475	NA	dme-miR-1002
NA	CG6475	NA	dme-miR-965
NA	CG6475	NA	dme-miR-315
NA	CG6475	NA	dme-miR-968
NA	CG6475	NA	dme-miR-316
NA	CG6475	NA	dme-miR-252
NA	CG6486	NA	dme-miR-2a-1
NA	CG6486	NA	dme-miR-6
NA	CG6486	NA	dme-miR-11
NA	CG6486	NA	dme-miR-13
NA	CG6486	NA	dme-miR-308
NA	CG6486	NA	dme-miR-969
NA	CG6490	NA	dme-miR-iab4as
NA	CG6490	NA	dme-miR-274
NA	CG6490	NA	dme-miR-iab-4-5p
NA	CG6490	NA	dme-miR-277
NA	CG6490	NA	dme-miR-iab-4-3p
NA	CG6490	NA	dme-miR-2a-1
NA	CG6490	NA	dme-miR-6
NA	CG6490	NA	dme-miR-11
NA	CG6490	NA	dme-miR-13
NA	CG6490	NA	dme-miR-308
NA	CG6490	NA	dme-miR-962
NA	CG6490	NA	dme-miR-1000
NA	CG6490	NA	dme-miR-317
NA	CG6490	NA	dme-miR-956
NA	CG6490	NA	dme-miR-1
NA	CG6490	NA	dme-let-7
NA	CG6490	NA	dme-miR-275
NA	CG6490	NA	dme-miR-306
NA	CG6490	NA	dme-miR-92
NA	CG6490	NA	dme-miR-310
NA	CG6490	NA	dme-miR-311
NA	CG6490	NA	dme-miR-312
NA	CG6490	NA	dme-miR-313
NA	CG6497	NA	dme-miR-1000
NA	CG6499	NA	dme-miR-976
NA	CG6509	NA	dme-miR-4
NA	CG6511	NA	dme-miR-932
NA	CG6520	NA	dme-bantam
NA	CG6520	NA	dme-miR-279
NA	CG6520	NA	dme-miR-286
NA	CG6520	NA	dme-miR-996
NA	CG6520	NA	dme-miR-137
NA	CG6522	NA	dme-miR-263b
NA	CG6522	NA	dme-miR-8
NA	CG6543	NA	dme-miR-277
NA	CG6559	NA	dme-miR-263b
NA	CG6565	NA	dme-miR-92
NA	CG6565	NA	dme-miR-310
NA	CG6565	NA	dme-miR-311
NA	CG6565	NA	dme-miR-312
NA	CG6565	NA	dme-miR-313
NA	CG6574	NA	dme-miR-252
NA	CG6583	NA	dme-miR-124
NA	CG6583	NA	dme-miR-1
NA	CG6583	NA	dme-miR-184
NA	CG6599	NA	dme-miR-375
NA	CG6600	NA	dme-miR-2a-1
NA	CG6600	NA	dme-miR-6
NA	CG6600	NA	dme-miR-11
NA	CG6600	NA	dme-miR-13
NA	CG6600	NA	dme-miR-308
NA	CG6600	NA	dme-miR-277
NA	CG6623	NA	dme-miR-8
NA	CG6638	NA	dme-miR-277
NA	CG6643	NA	dme-miR-219
NA	CG6650	NA	dme-miR-968
NA	CG6650	NA	dme-miR-317
NA	CG6650	NA	dme-miR-1002
NA	CG6650	NA	dme-miR-14
NA	CG6650	NA	dme-miR-190
NA	CG6650	NA	dme-miR-314
NA	CG6659	NA	dme-miR-277
NA	CG6660	NA	dme-miR-1007
NA	CG6664	NA	dme-miR-1014
NA	CG6664	NA	dme-miR-10-3p
NA	CG6664	NA	dme-miR-1006
NA	CG6672	NA	dme-miR-1
NA	CG6672	NA	dme-miR-315
NA	CG6672	NA	dme-miR-375
NA	CG6678	NA	dme-miR-277
NA	CG6678	NA	dme-miR-960
NA	CG6686	NA	dme-miR-33
NA	CG6686	NA	dme-miR-92
NA	CG6686	NA	dme-miR-310
NA	CG6686	NA	dme-miR-311
NA	CG6686	NA	dme-miR-312
NA	CG6686	NA	dme-miR-313
NA	CG6688	NA	dme-miR-1014
NA	CG6688	NA	dme-miR-4
NA	CG6688	NA	dme-miR-277
NA	CG6688	NA	dme-miR-79
NA	CG6688	NA	dme-miR-315
NA	CG6688	NA	dme-miR-1017
NA	CG6694	NA	dme-miR-305
NA	CG6700	NA	dme-miR-iab-4-3p
NA	CG6700	NA	dme-miR-7
NA	CG6700	NA	dme-miR-281-2-5p
NA	CG6707	NA	dme-miR-987
NA	CG6707	NA	dme-miR-283
NA	CG6718	NA	dme-miR-10-3p
NA	CG6718	NA	dme-miR-1006
NA	CG6718	NA	dme-miR-1
NA	CG6734	NA	dme-miR-1
NA	CG6739	NA	dme-miR-974
NA	CG6745	NA	dme-miR-1000
NA	CG6746	NA	dme-miR-305
NA	CG6752	NA	dme-miR-279
NA	CG6752	NA	dme-miR-286
NA	CG6752	NA	dme-miR-996
NA	CG6752	NA	dme-miR-277
NA	CG6752	NA	dme-miR-278
NA	CG6752	NA	dme-miR-2a-1
NA	CG6752	NA	dme-miR-6
NA	CG6752	NA	dme-miR-11
NA	CG6752	NA	dme-miR-13
NA	CG6752	NA	dme-miR-308
NA	CG6753	NA	dme-miR-263b
NA	CG6765	NA	dme-miR-315
NA	CG6770	NA	dme-miR-10-3p
NA	CG6770	NA	dme-miR-1006
NA	CG6770	NA	dme-miR-274
NA	CG6784	NA	dme-miR-315
NA	CG6784	NA	dme-miR-210
NA	CG6784	NA	dme-miR-1000
NA	CG6784	NA	dme-miR-2a-1
NA	CG6784	NA	dme-miR-6
NA	CG6784	NA	dme-miR-11
NA	CG6784	NA	dme-miR-13
NA	CG6784	NA	dme-miR-308
NA	CG6805	NA	dme-miR-305
